id,text,retweet_count,favorite_count,lang,username,location,description,followers_count,friends_count,label
1248738224513703936,What is a coronavirus immunity certificate US may start issuing them,5,6,en,KCStar,"Kansas City, Mo. ",Breaking the news in Kansas City since 1880.,297493,881,0
1243077182542340097,What are the symptoms of COVID19 The most common symptoms of COVID19 are fever tiredness and dry cough Some,1,3,en,ALOKdelhi6,"Chandni Chowk, New Delhi","#ENTREPRENEUR
Wanna do some thing UNIQUE..
insan apni najar me sahi hona chahiye..
Duniya to bhagwan se bhi dukhi h.",10256,2794,0
509464217549021184,Report Microsoft trying to buy Mojang creators of Minecraft,135,74,en,Kotaku,,The Gamer's Guide,2232709,66,0
580324027715063808,JUST IN Germanwings plane crashes in southern France up to 150 feared dead,146,18,en,ChannelNewsAsia,Singapore,The official space of CNA - the source of breaking news from Asia and the world. Send news tips to https://t.co/n7LPqIiX5d,1153600,176,0
524929796862918656,Soldier shot at National War Memorial in Ottawa,219,80,en,CP24,Toronto,"CP24 is Toronto and the GTA's #1 source for breaking news. For breaking news alerts on your phone, download our app https://t.co/pGf88z8tnI",2163676,378,0
1239516354631385090,How does Covid19 spread At the moment we know that the virus is transmitted through contaminated droplets Dropl,0,0,en,JAMuratOficial,"Naucalpan de Juárez, México",Político | Empresario | Naucalpense #PongamosOrden,7408,4403,0
538412662858588160,Mike Brown murder trial witness DeAndreJoshua fatally shot set on fire after verdict DeandreJoshua,274,68,en,YourAnonNews,The Interwebs,"We are Anonymous, we are legion, we do not forgive, we do not forget. Expect us. 

Prepared to go forward w/it. Here live. Not a cat.

#Anonymous #HackThePlanet",8042277,833,1
1270041014812602370,tabithamueller Tabitha when do you think we can realistically expect reliable election results,0,1,en,JordanaMcCudden,"Nevada, USA","Nevada educator with a policy hobby. Courage over comfort. I may change my view, if given a valid argument. Tweets are my own.",1106,1151,0
1251155734332534792,When this pandemic infected 26 of the population worldwide it made me fear for my life But now It infected more,0,0,en,ryderntrpd,,fearless,1,3,0
535474861616148480,BREAKING FSU shooter identified as Myron May a lawyer who graduated from FSU before attending Texas Techs law school FSUSHOOTING,137,18,en,StaceyReadout,"Jacksonville, FL",Assistant News Director at @WJXT4. @UFJSchool alumna. North Florida native. Real redhead.,2040,1124,0
1246513904039190529,robinbull1 I have never said COVID19 is just like the flu You stated There is no treatment or cure for COVID,0,0,en,TimmyWheeler68,Reality,"WE, are the Golden Geese
Brexit
I identify as normal
If you don't like it, don't read it",1890,2332,1
509031495101874176,BREAKING NEWS Durex has NOT come out with a pumpkin spice condom,294,317,en,BuzzFeed,New York,"Brb, taking quizzes 📈 some links may be affiliate 👍 chris evans puppy interview when 🐶",6314594,2926,1
1273713025116241924,FatEmperor meredithpharmd IMWHorvitz guidovogel KPMarie48 whsource frumioj DoctorTro What is it for normal,0,1,en,DaleWil39870290,,We've always been at war with Russia.,183,70,0
1233836531741319169,What are the symptoms of COVID19 Cough Fever Breathing difficulties Unwell people who have recently travel,8,6,en,FMICNigeria,"FCT, Abuja","The official twitter account of The Federal Ministry of Information and Culture, Nigeria.",295583,148,0
524929106987991040,BREAKING Soldier shot at War Memorial in Ottawa Hill on lockdown shooter at large ottnews,175,14,en,OttawaCitizen,,The biggest daily in the nation's capital,236530,308,0
539813330983354368,They found him shot dead and burned in his car after the Ferguson chaos What happened to Deandre Joshua,118,87,en,jackhealyNYT,,"Once in Baghdad, now Rocky Mountain correspondent for The New York Times. Total sucker for one adopted Iraqi kitten. Write: jack.healy@nytimes.com.",16642,3729,1
1250080518877646848,What are the symptoms of COVID19 Is COVID19 airborne Here are the answers to your biggest questions about the c,171,296,en,TIME,,News and current events from around the globe. Subscribe: https://t.co/yT0dueLEm0,18970301,519,0
1254419960111067136,Really Because the ones I know were saying COVID19 is just like the flu until only a few weeks ago,0,10,en,mattysino,The Metaverse,"CEO, Sino Global Capital @sinoglobalcap. Digital Assets, China, India, Blockchain. Atmanirbhar Bharat. I will eat your hot pot and samosa.",80082,26607,1
524186749002473472,BREAKING NEWS Banksy NOT arrested cover NOT blown,246,196,en,piersmorgan,"London, Newick, LA.","'One day you're cock of the walk, the next a feather duster’ - Margot Barber.",7965271,2019,1
1238275808860520449,FACTCHECK Does the new coronavirus affect older people or are younger people also susceptible Mythbusting and F,0,0,en,SarahJonesChi,"Chicago, IL","Emmy winning reporter sarahjonesreports@gmail.com (She/Her) Tweets, RTs and # are not endorsements follow @sarahjreports for the latest",897,191,0
1244153709065428992,Here are a few stories we did this week that may help answer your questions Explained What are the symptoms of C,32,74,en,dhanyarajendran,"Bengaluru, india",Journalist. Editor-in-chief @thenewsminute. Chairperson @digipubindia. Views personal. https://t.co/7Zm0ipWiMi,318220,3610,0
537377960471166976,Yall I just read that ABC paid Darren Wilson 500K for the interview Destroying black life remains a lucrative American career Ferguson,1351,676,en,deray,Wakanda,I will never betray my heart. Activist. Organizer. Educator || @PodSaveThePpl || Author || IG: iamderay || deray@campaignzero.org || 📲(410) 204-2013 (text me),1018073,1390,1
1242211008829181959,Are antibiotics effective in preventing or treating the COVID19 No Antibiotics dont work against viruses they o,0,0,en,royalties_pc,"Lagos, Nigeria","Real estate 🔸 Property management, Consultation, Sales & Letting🔸Shortlet🔸Joint ventures🔸
LAGOS, IBADAN, ILORIN & ABUJA

☎️ 09043511930

IG: @Royalties_pc",6279,3795,0
538129041539092480,And ABC please tweet saying that you did not pay or compensate Darren Wilson for the interview in any way Were waiting Ferguson,237,187,en,deray,Wakanda,I will never betray my heart. Activist. Organizer. Educator || @PodSaveThePpl || Author || IG: iamderay || deray@campaignzero.org || 📲(410) 204-2013 (text me),1018073,1390,1
1275420363099381763,What is Haseltine talking about This is simply wrong The common cold coronaviruses confer,0,0,en,msymeonides,"Burlington, VT","Faculty Scientist at the University of Vermont, member of the @thali_lab (HIV, placental development, etc.) and the Lee lab (rotavirus). Opinions are my own.",862,796,0
1245302342573887488,Do vaccines against pneumonia protect you against the new coronavirus CoronavirusLockdown StayAtHomeSaveLives,0,5,en,1TabOfficial,India,"Order Authentic Healthcare Products 💯 & Medicines 💊 at discounted prices! Up to 20% off on first order*, Up to 40% off on card payment* 🤑",126,183,0
1277713993277116416,pdubdev UtahCoronavirus MLevittNP2013 If you dont like the term herd immunity why did you use it And what is,0,0,en,theonlyju1,"Utah, USA","#COVID #BLM #ClimateCrisis #ExpelTheSeditionists
She/her",271,497,0
1276362650725675008,hatefreeworldX What is our combat strategy I am only hearing one answer nowadays herd immunity,0,2,en,IchbinUjjaini,,"Humanity above all. All Tweets are strictly personal. Bengali, Indian. 
@Jaini@mastodon.social
Goodbye Trolls. RTs are not endorsement.",8279,866,0
1254464026488299520,Q2 PublicHealthRx How does COVID19 spread JCIAUKickoutCovid19,9,12,en,jciabujaunity,"Abuja, Nigeria","A Junior Chamber International Chapter that stands for unity, innovation and humanitarian activities. We Believe!! Official twitter handle of JCI Abuja Unity.",1033,713,0
532197572698320896,Sugarhill Gangs Big Bank Hank Dies Dead at 57 from Cancer,150,49,en,TMZ,"Los Angeles, CA",Breaking entertainment news as it happens.,5897139,927,0
1244916710962073605,Does the new coronavirus affect older people or are younger people also susceptible,0,0,en,IshiwiMyVoice,"Kabwe, Zambia",Ishiwi! MyVoice! Zambia's Youth Voicing Out Loud on better participation in governance and democratic processes.,1738,1357,0
1245397572199550986,that enriches our knowledge about what is a coronavirus what is its pathology physiology mode of Transmission w,0,0,en,Sarmad_asif,pakistan,#Nutritionist,142,84,0
1270505995308093441,What is herd immunity and could it work with COVID19 coronavirus COVID19,0,1,en,StarAdvertiser,"Honolulu, Hawaii",The Pulse of Paradise. Breaking news and information from Hawaii's largest news organization. Send news tips to cityeditors@staradvertiser.com.,88952,160,0
1253536876851593216,Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease,1,5,en,susanamas,unceded Algonquin territory,"she/her • inmigrante, periodista • multilingual journo, digital literacy trainer • @LIONPubs • ex-CBC/CTV/OC ➡️https://t.co/2Ad50f7FNs",7394,9986,0
1240527820159422464,BewareOfCOVID19 Can eating garlic help prevent infection with the new coronavirus Garlic is a healthy food that,5,4,en,JaweriaNoor0,Karachi Naya pakistan ,یہ دنیا کسی کی ہوئی ہے جو ہماری ہوگی۔,4846,1935,0
519078654635409410,HewlettPackard announces it will break in two,102,29,en,WSJ,"New York, NY","Sign up for our newsletters and email alerts: https://t.co/QevH0DLisA    

For WSJ customer support: https://t.co/DZgH9n4vAI",19784301,1065,0
1252568250249998336,4 Can eating garlic help prevent infection with the new coronavirus Garlic is a healthy food that may have some a,4,15,en,AcrylicStroke,Republic of the Philippines,"◆ Illustrator | Freelance Student Artist
◆ ✉→ yanrehart05@gmail.com
◆ pixiv→ https://t.co/nAxPRpxdJF…",4932,622,0
1241995261775417345,Im scared Im feeling weird What are the symptoms of COVID19 again,0,15,en,omorin_ola,Nigeria,🇳🇬 Fashion designer @SEAMSCOOLCOUTURE Fireboy stan 🔥,3789,3566,0
1243807295974195201,WHO QA on coronaviruses COVID19 How long is the incubation period for COVID19,0,0,ja,Yota811,,徴用工問題、慰安婦問題、北朝鮮の非核化等、論文や書籍を読み漁ってからツイートしたら？と思う。感情論では何も解決しない。,296,271,0
1256189713121251329,moodydc devin101 clayreece DanielNewman If that s what it was truly about what have these people done to pro,0,4,en,ik1tt3n,"Columbia Hills, Gusev","Where monsters rampage, I’m there to take them down. Where treasure glitters, I’m there to claim it. Where an enemy rises to face me, victory will be mine!",1345,1681,0
1254931554515783685,hellversand simplyasheep trunzoveronica Ilhan Why do we need it,0,0,en,DidYOUvote4aDem,Texas,Intellectual Honesty,52,284,0
1248465244000645123,WHAT is COVID19 Sorcery induced Biowarfare CoViD 19 COMBINE VALIDATE CO MBINE EDI VID MBINEEDI MAKE,0,0,en,NusratHMoore,London,Award winning writer-director and photographer. Class of 1439 Al-Quran at The Ahlul Bayt Institute.A Nisaa an-Nabi of The Prophet Messenger. Salawat. ‘Arif,1993,254,0
1239098548597088256,marknutter Just for the record see the WHO advice under is there anything I should NOT do In any case i,0,0,en,cheomitII,Australia,,392,663,0
637868242560638980,Woman stabs boyfriend for not liking Instagram selfie fast enough,3093,3128,en,TheValleyReport,"Los Angeles, CA","The truth is out there, but this is more amusing. Follow our Instagram and podcast at @valleyboyspod",24875,3245,1
1250218948701769728,3 Does the new coronavirus affect older people or are younger people also susceptible COVID19Malaysia,0,0,en,ucoptempe,"Bera, Pahang",#prinsip Rukun Negara #prinsip dalam hidup,411,2390,0
1239494065978302465,Can CoVID19 be caught from a person who has no symptoms LetsFightCorona MenPk1,2,1,en,MenPk1,,I am teenager Muslim boy . I Love My Pakistan and its people .,397,683,0
525040836757958657,This photo was taken by a tourist at the National War Memorial shortly before Nathan Cirillo was shot and killed,636,346,en,CBCNews,Canada,Latest news and analysis from CBC News. 🇨🇦,3322473,1301,0
1242996695450836992,TOONdids sec1968 realBradBrewer JackPosobiec I think its on CDC site too but cant find it now At WHO Look,0,0,en,TommyT412,"New York, NY",Conservative thinking realist and Proud 🇺🇸 Patriot. Strong supporter of our great country and it's wonderful people. #MAGA  #KAG2020,762,1074,0
524952883343925249,Watch video showing gunfire inside Canadas parliament in Ottawa,813,225,en,BBCBreaking,"London, UK","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.",49899682,3,0
407179055763836928,Did speed play a part in Paul Walkers death,110,186,en,people,,"The #1 source for celebrity news and inspiring stories. ✨ Listen to PEOPLE’s newest podcast, Me Becoming Mom: https://t.co/G1XLAPeLDV",7724830,1705,0
1251054702629998592,Does the new coronavirus affect older people or are younger people also susceptible People of all ages can be,0,0,en,lutzmache,"Berlin, Germany","Working for @GoogleDE Public Policy. Also: Social democrat, @D64eV all-time hero, Visiting Fellow @dpz_berlin und Mitinitiator @WSDOsten. Tweets in German",4508,2907,0
1258033346678001666,Havocsan FemiSorry BorisJohnson What is needed is a serology test but they arent available yet I can understa,0,1,en,beausteph53,"Wales, United Kingdom","Rabid remaniac, Francophile, Francophone. Italy lover. Total EU freak. Detests corrupt bastards so hates the Tories 3.5% #FBPE💙",1736,2359,0
614617234942656512,The White House tonight is illuminated in rainbow colors to honor and celebrate marriage equality Bravo,2399,3074,en,NickKristof,"Yamhill, Oregon","Oregon author, journalist and farmer, still sorting things out.",2000442,3238,0
611039775856812032,Whats lurking underneath that crispy crust A KFC customer claims he got a fried rat,526,168,en,cnni,Everywhere,"Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.",13693004,369,1
521835345059389440,North Korea media says Kim Jong Un has made appearance after 40 days missing,165,95,en,CNNSitRoom,Washington ,From the staff of The #SitRoom w/ @WolfBlitzer. Tune in 6 pm ET weekdays on @CNN.,519300,909,1
1239186084875165696,What are the symptoms of COVID19 Have I got it I think I might have it I mean Ive probably got it right,0,0,en,mattdesmier,"Poole, England","I'm audacious, vivacious and tenacious. I try to be gracious; people tell me I'm loquacious and sometimes veracious. But rest assured, I am always bodacious.",4542,2577,0
614605997953404929,White House lit in rainbow colors after high courts gay marriage ruling with photo,333,376,en,AP,Global,"News from The Associated Press, and a taste of the great journalism produced by AP members and customers.",15782511,6823,0
1244019937670094848,What are the symptoms of COVID19 The most common symptoms of COVID19 are fever tiredness and dry cough Some,0,1,en,sagadkopaba,,"Girls, please don' follow me ha.😂
But if you need or want to invest in a condo, pre-selling or RFO, please send a DM. Thank you! 😊",35607,19795,0
1253296809734103040,CliveFPalmer You have more info in this screen shot than any MSM outlet will give you Yes used over a long time t,5,11,en,Aussie3_1_13,Australia,,3691,2292,0
427846006600777729,Marlboro Man dies of smokingrelated disease,140,29,en,CBCNews,Canada,Latest news and analysis from CBC News. 🇨🇦,3322473,1301,0
509473920060104704,Microsoft to buy Mojang report 2 billion deal could be signed this week,86,29,en,GIBiz,www.gamesindustry.biz,The world's leading games industry website. Got something to tell us? Email news@gamesindustry.biz,174578,1310,0
1238601143967551488,THREAD on COVID19 spread testing How does COVID19 spread It spreads through respiratory droplets from cough,4,9,en,Maricopahealth,"Maricopa County, Ariz.",Maricopa County Public Health serves over 4 million residents here in the Phoenix metro area.,13400,617,0
1227024707532161024,FactCheck Can regularly rinsing your nose with saline help prevent infection with the new coronavirus,3,15,en,ChinaDaily,"Beijing, China",Start a conversation as we share news and analysis from #China and beyond.,4243820,579,0
532206910796468224,A ChickfilA manager allegedly banned this hilarious list of slang words,114,96,en,BusinessInsider,"New York, NY","What you want to know about business. A section of @thisisinsider. Follow us on Facebook, Instagram, and YouTube. Visit our homepage for the day's top stories.",3682501,414,1
407223928084766721,Paul Walkers Death Fast Furious 7 Delayed But Wont Be Scrapped,255,125,en,THR,"Hollywood, CA","The Hollywood Reporter is the premier destination & most widely trusted resource for entertainment news, reviews, videos & more.",3391599,2729,0
554688527435563008,TRAGIC Nearly 70 people died at a funeral after drinking contaminated beer,340,51,en,NBCPhiladelphia,"Philadelphia, PA","Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.",626074,2543,1
553588178687655936,Reports CharlieHebdo suspects killed,167,66,en,HuffPost,,"At HuffPost, we put people first. We believe that real life is news, and news is personal.",11361212,5588,0
524291188422356993,Adam we should do a test with this spider Adam,83,154,en,MythBusters,"San Francisco, CA",,1388298,14921,0
1238248063535382529,White16rhino MkhusaJunior Can the virus that causes COVID19 be transmitted through the air Studies to date sug,0,0,en,Hellpug,Suplex City,"Demon pug that does art but also retweets whatever. Black Lives Matter, Trans rights!",106,323,0
1277883301055934464,So a virus that will kill around 05 of those infected which would be just half the pop until herd immunity kick,4,5,en,RachelBrexit14,"Rainford Merseyside, England","Democracy,  self rule & freedom! A fair future for all. Freedom, end all lockdowns. No lefty loons please....",2980,4256,0
1239852118783201280,What are the symptoms of COVID19,0,1,en,AhmadBouhuwaish,North Africa ,"intern doctor | GlobalSurgery | @incisionlibya

Collaboration is the solution",732,950,0
1276349944824201216,DoorDash Please require your folks to mask wear gloves for grocery food deliveries Not feeling safe Also i,0,0,en,wrap02,Living Blue in Red State ,"Equality for All, Misinformation is Lying, lying is a sin, Freedom of Religion=Freedom From Religion, This Land is Your Land, This Land is My Land, 🌊",4798,3854,0
1236285510290681857,How effective are thermal scanners in detecting people infected with the new coronavirus WHO COVID19,2,2,en,CianSOBrien,"Cork, Ireland",Emergency Management Officer HSE South (Cork & Kerry)| Public Health | @stjohnie volunteer |@phecc Tutor & Examiner| RT/follow≠endorse! personal acc,1364,752,0
1252856046122459141,What are the symptoms of Covid19 again A o ni ri esu oo,1,13,en,Olludre,Comfort zone,OluDre Jnr.🦋🦋 ACTOR🦋🦋 EKITI FULL BREED🦋🦋 Legal ⚖️.📚 OCTOVAT🦋🦋 United🔴 📬oludre11@gmail.com 📷IG: @oludre,7510,7204,0
1226766465958731776,Odd rumors about coronavirus according to WHOs myth busting post Can eating garlic help prevent infection w,1,8,en,selinawangtv,Beijing,"CNN International Correspondent based in Asia (now in China, previously Japan)
Fmr Bloomberg TV corr/anchor in NYC, SF, HK, Beijing. Instagram @selinawangtv 📸",25981,2382,0
613061089518034944,Cops rewarded Dylann Storm Roof with Burger King following his arrest for an act of domestic terrorism,182,88,en,ComplexPop,"New York, NY",Never not watching.,413959,2220,1
1239177638767362049,Smug Seth A journalist can learn and know I cite the WHO Can the virus that causes COVID19 be transmitted thro,0,4,en,dropeik,near Boston,"Author, Potter, Expertise in Risk Perception Psychology",3132,92,0
1242087370352144392,PWKuczynski Should I wear a mask to protect myself Only wear a mask if you are ill with COVID19 symptoms esp,0,0,en,stlman,,Spółdzielnia Programistów Usług Ładowanych Do Zmiennych Iteracyjnych Ewentualnie Liczących Na Interaktywną Aproksymację,366,151,0
1232194446151651328,SayingHello2U From WHO info page Is COVID19 the same as SARS No The virus that causes COVID19 and the one tha,0,0,en,sphacelate,"Sacramento, CA",I am good at finding things on the internet.,192,488,0
1253361821244895234,kaykumaroct TylerW17799573 davequigon JoeySalads Dude your calling me stupid cause I said covid 19 is just like,0,1,en,FiTDannYFiT,,,44,130,1
552805488631758849,At least 12 killed in todays attack on satirical magazine CharlieHebdo in Paris official says,884,218,en,cnnbrk,Everywhere,"Breaking news from CNN Digital. Now 62M strong. Check @cnn for all things CNN, breaking and more. Download the app for custom alerts: https://t.co/8bf79vV51N",62969160,121,0
1243838268132798466,Pls genuine replies No jokes Is COVID19 airborne,1,6,en,OgaHans,Join for Daily Travel Updates,Travel Solutions🔌 || Daily Travel & Visa Application Tips ||30+|| NHS 🇬🇧 ||Business||+2348068588105||Head Of Operations➡️ @moretravoo,14894,5194,0
1273360744701181956,During the same period 133 new jobs will emerge as a result of the new division of labour between humans machines,0,0,en,Sseunkolade,"Wolverhampton, England","Associate Professor/Reader at De Montfort University, blogger, public commentator, tennis enthusiast. All opinions are my own.",1035,486,0
369506008172740608,Fukushima nuclear plant leaking 300 tons of radioactive water into the Pacific every day,185,18,en,MikkoAlanne,"Los Angeles, CA",Showrunner | Screenwriter | Producer #LongRoadHome #The33 #Mapplethorpe #TheAnimalPeople + others | Passionate Democrat 🇺🇸🇫🇮🏳️‍🌈 #BlackLivesMatter he/him,8280,1809,1
1274828334980124673,SarahGoat When do you think we can expect most election results given the likely high number of absentee ballots,0,0,en,Woodside11377,"Woodside, Queens","(he/him) Working to bring openness, diversity and transparency to the Queens Democratic Party.",372,973,0
1271821366824767490,lxlxleee coltmanpaul ProfKarolSikora What is the solution then Cant go for herd immunity it would kill too ma,0,1,en,ianbillmorris,"Nottingham, UK","Labour Member, believer in PMs obeying their own laws. Against lying to Parliament.",187,466,0
1270441786956304392,What is herd immunity and could it work with COVID19 7News,4,4,en,7News,Boston,"New England and Boston News, #BreakingNews. Have a tip? Tweet us with the hashtag #7News.

Facebook: 7News - WHDH Boston
Instagram: 7news",356120,1160,0
1274047032664051712,EauxSnap EarI0fLemongrab charlescwcooke What is humorous about herd immunity,0,1,en,MsJohnGault,,Fear is the mind-killer. Fear is the little-death that brings obliteration.,138,373,0
1240125105952428033,COVID19 virus can be transmitted in areas with hot and humid climates From the evidence so far the COVID19 vir,125,120,en,MeteoKenya,"Ngong Road, Nairobi","Our Vision
~To Facilitate Accessible Meteorological Information and Services & Infusion of Scientific Knowledge.
Facebook: https://t.co/4kxKgd3Kln",36524,516,0
1241606101994483712,Me has a coughing fit in quarantine Me its probably not COVID19 Me Me Me hey google what are the symptoms of COVID19,0,2,en,justanartdork,Canada,"Queer, non-binary (transmasc), disabled Canadian. Tired barista by day, artist by night, disaster 24/7",137,190,0
1238490349355573250,ManikRathee deray From WHO Can the virus that causes COVID19 be transmitted through the air Studies to dat,0,0,en,Visnes,"Oslo, Norway","Communication, strategy & PR. Graphic designer. Gaming industry vet. @Spillbart. Proud 🏳️‍🌈. NFT = Block. Opinions = my own. Retweets ≠ endorsements. He/Him.",424,260,0
560442390805090307,Drift into a peaceful slumber wTheJeffBridges new SleepingTapes album Listen now at Om,1450,2977,en,squarespace,"New York, NY","Everything to sell anything. If you can dream it up, chances are you can sell it on #Squarespace. 

Question? @SquarespaceHelp // Discover more @UnfoldHQ @Tock",145619,6,1
1256293804572803072,What is COVID19associated coagulopathy CAC,0,1,en,avivajazz,"Burlington, Vermont","“Those who can make you believe absurdities can make you commit atrocites."" — Voltaire",4143,4992,0
1244914648501141504,Are hand dryers effective in killing the new coronavirus,0,0,en,IshiwiMyVoice,"Kabwe, Zambia",Ishiwi! MyVoice! Zambia's Youth Voicing Out Loud on better participation in governance and democratic processes.,1738,1357,0
1241397617822535681,Are pregnant women at higher risk from COVID19 Ans Research is underway to understand impacts of COVID19 infec,4,1,en,ParentingQ,,"We share info abt #pregnancy, #parentingtips, #breastfeeding, #motherhood #earlymomentsmatter etc; everything related to #parenting | #ParentingQ",28,35,0
1246883262804267008,If love is a lie then why do we need it,0,1,en,renzbarlao,,he/him • Cosplayer • Crossdresser • Genshin Impact UID:820250858,1370,1241,0
1270447288255746050,What is herd immunity and could it work with COVID19 Find out in the latest installment of our Viral Questions,23,37,en,APFactCheck,Global,"Fact-checking, accountability journalism and misinformation coverage from @AP journalists around the globe. Getting the facts right since 1846. FactCheck@ap.org",70257,12,0
523581212175392768,Hello everyone PuppySized Spider Surprises Scientist in Rainforest,930,648,en,pourmecoffee,,☕,285079,1233,0
1219979825848442880,DrTedros WHOWPRO WHOSEARO pahowho WHOEMRO WHOEurope WHOAFRO Q Who are the members of an International Heal,20,43,en,WHO,"Geneva, Switzerland","We are the #UnitedNations’ health agency - #HealthForAll.
▶️ Always check our latest tweets on #COVID19 for updated advice/information.",11131429,1752,0
524961908903149568,2 new victims en route to Ottawa hospital 1 shot both nonlifethreatening hospital says MICHAELCTV CBCNews,205,38,en,BreakingNews,"NYC, LA, London",,9673111,542,0
1247448470283313154,For asking that question Juliajoy you will be told that you are saying Covid19 is just like the flu It will,9,46,en,ClarkeMicah,England,"Journalist, author, broadcaster",176754,0,1
1223589653678370816,Q Are antibiotics effective in preventing and treating the new coronavirus 2019nCoV A No antibiotics do not,0,1,en,OzgurTufekci,London/UK,Assoc. Prof. of IR | Head of @KTU_Uls | Founder @cesran | @sheffielduni & @covcampus Alumni | editor @therestjournal @PR_Magazine @NovusOrbis_ | Convenor @IEPAS,2131,739,0
1274906563736674305,firthermor CocoaEyebrows gregdoucette What the hell kind of situation do you even consider needing to take some,0,1,en,frostburner,,,11,240,0
1237284192997777408,Can the virus that causes COVID19 be transmitted through the air Studies to date suggest that the virus that cau,4,4,en,NRF_SAASTA,,"The South African Agency for Science & Technology Advancement aims to create, support & enrich platforms for effective science engagement",11600,1054,0
1255883955968053249,MarioLomuscio We are humans we see patterns similarities If someone were to ask you What is covid19 like,0,0,en,PenniesOf,"Durham, NC",Common sense financial advice coupled with business management acumen.,4,120,0
1239927405415931905,J Are there any specific medicines to prevent or treat the new coronavirus To date there is no specific medici,0,0,en,CNwadinigwe,Abuja,Writer| Researcher| Facilitator| Entrepreneur,196,373,0
1267465379766579202,Cinjimmm And what do you mean Not during a global pandemic Did the pandemic just END Did I just completely mi,0,0,en,DavonRedmondD,"California, USA","dav/on, 58, big into politics, proud libtard. Time to resist and fight the troubles our nation has! #Bernie2020 #FinsUp #Orioles #GoSuns Proud Virgin",27,126,0
510921017972514817,UK aid worker David Haines beheaded by ISIS Remember this great giving man this way not as ISIS wants ACTED,716,292,en,SCClemons,"Washington, DC","Founding Editor at Large, @Semafor, Contributing Editor @TheHill & Host of 'The Bottom Line' on @AJEnglish. Alum of @TheAtlantic @NationalJournal & @Quartz",39395,4663,0
672432930426372096,Ever Wonder Why The Most Mass Shootings Ever Have Happened Under Obama via RebootLiberty,104,63,en,Dbargen,Send ⭐️DM 4 Follow Back!,TruthSocial @Dbargen DM for prompt follow back! Click LIKES for Twitter TIPS! #MAGA Parler: @Dbargen Gettr: https://t.co/gGM5azaaVK,114054,97657,1
544513524438155264,Sydney siege police enter cafe as hostages flee the scene gunfire heard reports of an injured person live,87,21,en,guardiannews,,The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/KXycIPGfHd,3754903,1228,0
524949828711620608,UPDATE One shooter possibly on the loose in Ottawa amid reports of shootings in the city,81,32,en,FoxNews,U.S.A.,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",21421191,262,0
504243239084236800,New audio recording reveals shots pause more shots at Mike Brown killingMore shots than 6 fired,149,78,en,charlesjaco1,St. Louis,"Journalist. Author.
Columnist at https://t.co/YVQSoojuxX.
3 Peabodys, 10 Murrows, 2 Musial autographs.
Esta maquina mata fascistas.",8968,2215,0
1244915659655577603,Do vaccines against pneumonia protect you against the new coronavirus,0,0,en,IshiwiMyVoice,"Kabwe, Zambia",Ishiwi! MyVoice! Zambia's Youth Voicing Out Loud on better participation in governance and democratic processes.,1738,1357,0
1253813717092851712,Conserv57871867 JoeySalads theyre the same virus covid 19 also known as Corona virus Like what is covid19 a scarier name to you,0,0,en,sebastianfair,,built like a stick figure • he/him,169,77,0
1235528198135349250,ChrisH81992992 Zur Info Can pets at home spread the new coronavirus 2019nCoV,0,1,en,BR24,"München, Bayern",Hier ist Bayern. Gerade twittert @Mossburcher,80335,1421,0
613393657161510913,Cops bought Burger King for Dylann Roof following his arrest,177,82,en,ABC7,,"Your #1 breaking news and local news source in Southern California and the greater Los Angeles area. When you witness news, share it with #abc7eyewitness.",1176883,487,1
675193315306905600,El Chapo vs ISIS Mexican cartel boss threatens Islamic State over drug trade,146,75,en,RT_com,,"Freedom over censorship, truth over narrative. On air in 100+ countries. 10+ bn video views in 2020. Don’t want your news filtered - find us at https://t.co/ucB15kSJBr",3094536,686,1
1274116022245752832,SirChau23 Dockster52 PeteThamel YahooSports What is the most likely end game of Covid 19 Never a effective,0,0,en,rolledupAAs,,,68,198,0
1251054701057118208,Can eating garlic help prevent infection with the new coronavirus There is no evidence from the current outbrea,0,0,en,lutzmache,"Berlin, Germany","Working for @GoogleDE Public Policy. Also: Social democrat, @D64eV all-time hero, Visiting Fellow @dpz_berlin und Mitinitiator @WSDOsten. Tweets in German",4508,2907,0
1256247602091307008,International organisations such as the WHO and the EUCommission have stated that 5G mobile networks DO NOT s,0,3,en,iHealthFacts1,  ,iHealthFacts is a resource where the public can quickly and easily check the reliability of a health claim circulated on social media.,1022,267,0
1272183450238410752,donciccio807 imCKindred biannagolodryga jaketapper 100k dead and 43 positive Sohow many die to reach 2,3,6,en,bnbeats,United States,asdf,75,225,0
1236724681354477569,have now been reported in the United States Visit the CDC Traveler s Health website for travel notices and precaut,0,0,en,mhg1325,“UNITED” States of America,"“Never take counsel of your fears.” Pursue the enemy with the utmost audacity. ~George S. Patton, Jr. LIKE does not mean agreement. No DM's. #StandWithUkraine",2027,4981,0
